date,stock,mom_1m,mom_6m,short_rev,vol_1m,vol_of_vol,high_52w,intraday_trend,amihud_illiq,volume_trend,pv_corr,skew_3m
2023-07-31,BTCUSDT_1D,,,,0.010283772139728278,,0.0,-0.02263383085009598,,,-0.5415526289319185,-2.367146302873172
2023-08-31,BTCUSDT_1D,-0.11259721711465931,,0.11259721711465931,0.021301066895445815,0.00779040383209886,-0.11259721711465931,-0.11259752068433983,3.402502722963199e-06,,0.07333952919266212,-0.5539316627940133
2023-09-30,BTCUSDT_1D,0.039388946670069425,,-0.039388946670069425,0.011700193192300083,0.005993938718909921,-0.07764335622471752,0.03938934734782355,1.4600592943801365e-06,,-0.05739422694731523,0.09898169524099451
2023-10-31,BTCUSDT_1D,0.2847359449547815,,-0.2847359449547815,0.023616277195705433,0.006712381320953234,0.0,0.2847354684660994,7.733297560746917e-06,0.5495564418114982,0.6537734857648577,2.3707451097263084
2023-11-30,BTCUSDT_1D,0.08903609925816491,,-0.08903609925816491,0.022270387067480964,0.006319935497269271,0.0,0.08903578486930346,2.5301759690805095e-06,0.06337445419330967,0.06375369563373602,0.3194122690199122
2023-12-31,BTCUSDT_1D,0.1208680106754434,,-0.1208680106754434,0.023356826519726905,0.006085741143894882,0.0,0.12086771355188758,3.1344128007668103e-06,0.4293918714525531,-0.18988146332316458,-0.12919311024330596
2024-01-31,BTCUSDT_1D,0.007010286262421506,0.4566104217089002,-0.007010286262421506,0.028764864513772952,0.005598229756748972,0.0,0.007010286262421447,1.5485072234590357e-07,0.22954645625722403,0.012757578088645336,-0.28109637362491047
2024-02-29,BTCUSDT_1D,0.43567355565993426,1.3565590548934923,-0.43567355565993426,0.02468833500505893,0.005703428586303497,0.0,0.4356735556599343,1.0475416734937986e-05,0.18188301825834996,0.5769236720256494,1.5132064180217661
2024-03-31,BTCUSDT_1D,0.1660210583897066,1.6436662542429201,-0.1660210583897066,0.03913671052924799,0.006369382857171809,0.0,0.1660208676483073,3.015368263778119e-06,0.4278008512637679,0.18891233636229843,-0.05292823922649135
2024-04-30,BTCUSDT_1D,-0.14882166823489495,0.7515127842938913,0.14882166823489495,0.02748406635822864,0.006153883675342007,-0.14882166823489495,-0.14882154882154883,3.715893870402211e-06,-0.11533193576106249,-0.22952102063201296,-0.3137416375200008
2024-05-31,BTCUSDT_1D,0.11319900448312237,0.7903743403396672,-0.11319900448312237,0.028501237809639868,0.0055691673875007675,-0.05246912844148033,0.11319882100494104,3.7132845248164846e-06,-0.2670160097870651,0.37618222171783483,1.2547058020885622
2024-06-30,BTCUSDT_1D,-0.07059519239040668,0.4845481390175572,0.07059519239040668,0.0171098377010025,0.007124582259106921,-0.11936025261500371,-0.07059519239040671,3.039323323697633e-06,-0.5781331455496824,-0.5227592841274605,-0.37704974619205983
2024-07-31,BTCUSDT_1D,0.029567158993315523,0.5178017848755285,-0.029567158993315523,0.024414370943039797,0.007204978258696779,-0.09332223718823829,0.029567158993315617,1.0094466449213281e-06,-0.26865320777861923,-0.10017724770269726,0.2423641873179753
2024-08-31,BTCUSDT_1D,-0.08748545522064743,-0.035284727972625385,0.08748545522064743,0.03633371375727341,0.008016403287179634,-0.1726433540062634,-0.08748559641554805,2.6844224481176285e-06,0.06905639119565765,-0.37070341468964896,1.034627142112082
2024-09-30,BTCUSDT_1D,0.07382237491477173,-0.11156592149748579,-0.07382237491477173,0.022252310697623616,0.006493645241941915,-0.11156592149748579,0.07382219283073892,3.0167820918489947e-06,0.05352743111861069,-0.21059328887562107,-0.09895352702891082
2024-10-31,BTCUSDT_1D,0.10997449926643355,0.15855765427215185,-0.10997449926643355,0.020351103676435774,0.0068160401188574445,-0.013860828582936469,0.10997432399143496,4.509471546204975e-06,-0.1673928913058227,0.22481043698555153,0.18106446972922768
2024-11-30,BTCUSDT_1D,0.37153554152171786,0.4274204282765137,-0.37153554152171786,0.03211604501810992,0.007344980201106029,0.0,0.3715355415217179,8.295924657132115e-06,0.3742019863112971,0.39784047944779144,1.115554796885198
2024-12-31,BTCUSDT_1D,-0.029375054909868026,0.490728112736871,0.029375054909868026,0.022840646016609505,0.006352237899056094,-0.029375054909868026,-0.029375054909868,8.932528750345651e-07,0.34387907919511806,-0.47181001818168417,-0.1235779597825292
2025-01-31,BTCUSDT_1D,0.0946135761306317,0.58490994615337,-0.0946135761306317,0.02236804138650836,0.006531585778864369,0.0,0.09461357613063176,3.3926003548942014e-06,0.14354803633327462,0.03316238373917939,-0.18518958358899865
2025-02-28,BTCUSDT_1D,-0.17650783621446775,0.43029053994820443,0.17650783621446775,0.020008506016038995,0.004459297375523362,-0.17650783621446775,-0.17650783621446772,6.095107984167256e-06,-0.35338314522485326,-0.20989367967712214,-0.3596685831028575
2025-03-31,BTCUSDT_1D,-0.02133884149769405,0.3035394209695963,0.02133884149769405,0.03498121979076978,0.006437327191024924,-0.19408020497208034,-0.02133895752161089,7.825732271227919e-07,-0.17083380600004716,0.0947789816211277,0.21332518995202715
2025-04-30,BTCUSDT_1D,0.14078726338131275,0.33972552499210096,-0.14078726338131275,0.02874145659325734,0.006006565771808968,-0.08061696252527095,0.14078740157480316,5.322119277054713e-06,-0.05145484752335261,0.1269630862705835,0.533059915839037
2025-05-31,BTCUSDT_1D,0.11064732616913742,0.08488808863248787,-0.11064732616913742,0.01898517049554437,0.00609243582790232,0.0,0.11064732616913737,5.340982153044118e-06,-0.2846193154198625,0.31946485685749715,0.8383472672904445
2025-06-30,BTCUSDT_1D,0.024424649408730348,0.1450211592716082,-0.024424649408730348,0.016758083614545793,0.006906257493230653,0.0,0.024424649408730344,1.71382421574362e-06,-0.477343673018787,0.035356246062056236,0.7552227846153138
2025-07-31,BTCUSDT_1D,0.08042801211425488,0.13018234189427358,-0.08042801211425488,0.013902833726108083,0.007996751752964005,0.0,0.0804279112777449,5.148023546846692e-06,-0.40940733843101507,0.14959566518473716,0.9123763796723217
2025-08-31,BTCUSDT_1D,-0.06494009195252959,0.2833008535631443,0.06494009195252959,0.018702201454859124,0.00808659293083255,-0.06494009195252959,-0.06494001117963459,4.270861333612342e-06,-0.2660311451330096,-0.03392809201455339,-0.06810776381442833
2025-09-30,BTCUSDT_1D,0.05360531786984035,0.38157378781662166,-0.05360531786984035,0.012757514741668512,0.005693620787597485,-0.014815908354301355,0.053605220535822104,4.2935548643605985e-06,-0.12395019917490913,-0.25150064376509634,-0.9161392218487223
2025-10-31,BTCUSDT_1D,-0.03893872568554568,0.16391294652338262,0.03893872568554568,0.022797843215340473,0.0036742085532616943,-0.05317772144865662,-0.03893880995299042,1.675829541344498e-06,0.4872537847857339,-0.374164367937878,-0.7653983638204006
2025-11-30,BTCUSDT_1D,-0.17560769509454643,-0.1360706012742099,0.17560769509454643,0.023076965153192238,0.0043612094096573545,-0.21944699944922463,-0.17560769509454643,6.712373413520641e-06,0.72056072802737,-0.2917396071544182,-0.35386939170580234
2025-12-31,BTCUSDT_1D,-0.030010845506861394,-0.18197775942284633,0.030010845506861394,0.01959550222123247,0.004353538689836149,-0.24287205495867115,-0.03001095285403348,1.8944529855694563e-06,0.26883029779138057,-0.16341945976080563,0.5613950116986939
2026-01-31,BTCUSDT_1D,-0.10162362681181669,-0.3198141426943487,0.10162362681181669,0.022332059725787546,0.0039228786188434984,-0.3198141426943487,-0.10162352431384519,6.406334362807844e-06,-0.3172948238443307,-0.11159186588491478,-0.9287920242351555
2026-02-28,BTCUSDT_1D,-0.1494496710675456,-0.38128851457808977,0.1494496710675456,0.04250637883793153,0.009931898324718769,-0.42146769533347483,-0.14944977908614446,4.994214503696986e-06,0.14382698419635798,-0.36872294148304197,-0.08270149103835754
2026-03-31,BTCUSDT_1D,0.019578261533035768,-0.4012703144168034,-0.019578261533035768,0.026061533105325024,0.0083151764336678,-0.4101410385674037,0.01957826153303574,8.601074305058761e-07,0.43690159499690817,0.4756814143890121,0.5058280854382892
2026-04-30,BTCUSDT_1D,0.10152629118651846,-0.31376228799336836,-0.10152629118651846,0.022552949112989832,0.008334979045997892,-0.35025484589002054,0.10152612987224462,6.047770181520188e-06,0.058274066500152655,0.2689603971395779,0.524897332818677
